Latitude,Longitude
-25.0607102,151.8418682
-25.0557944,151.8551747
-25.0577224,151.8611589
-25.0531565,151.8611688
-25.0659397,151.7938994
-25.0704286,151.7938793
-25.0562586,151.8127905
-25.0564531,151.8249709
-25.0628495,151.8381882
-25.0683359,151.8407437
-25.0603397,151.8589499
-25.0542871,151.8721571
-25.0650518,151.7907551
-25.0644217,151.8092557
-25.0670841,151.8107078
-25.0668523,151.8169759
-25.067253,151.8254988
-25.0645885,151.8330169
-25.0673009,151.8504468
-25.0648043,151.849192
-25.0653544,151.8605807
-25.0684328,151.8674982
-25.0705434,151.7983775
-25.0774383,151.8007492
-25.0755171,151.8149663
-25.0742515,151.8218035
-25.0711272,151.8284814
-25.0793079,151.8348552
-25.0717194,151.844659
-25.0727521,151.861509
-25.0768587,151.7948384
-25.0811595,151.8008185
-25.0763962,151.8341224
-25.072572,151.8395078
-25.0776475,151.8546652
-25.0829469,151.858648
-25.0794882,151.8687657
-25.0838611,151.7959716
-25.087945,151.7996915
-25.0816187,151.8100715
-25.0868875,151.8500571
-25.0891822,151.8568504
-25.0870956,151.8564623
-25.0843823,151.8671982
-25.0917454,151.7898339
-25.0921119,151.8040365
-25.093939,151.8048395
-25.0909325,151.8185676
-25.0914586,151.8414965
-25.0909383,151.8501642
-25.0935243,151.8576659
-25.0913393,151.8641504
-25.1022982,151.7885576
-25.1026817,151.8028344
-25.0981336,151.8041281
-25.0986421,151.8161009
-25.0938713,151.8367444
-25.1001703,151.8423199
-25.1013605,151.8561115
-25.099978,151.8575762
-25.1012055,151.7973791
-25.1109343,151.8150333
-25.0999964,151.8221004
-25.1037523,151.8232295
-25.1024755,151.83859
-25.1091276,151.7900534
-25.1121826,151.798501
-25.105322,151.8225969
-25.1124531,151.8341382
-25.1115114,151.8397412
-25.1122475,151.8571464
-25.1059271,151.8625149
-25.1242112,151.792273
-25.1119558,151.8061529
-25.1133252,151.8224123
-25.1148666,151.8259014
-25.1214842,151.8356795
-25.1206251,151.8452523
-25.1197852,151.8643551
-25.067792,151.8599133
-24.8756,151.7267687
-24.9095674,151.7114839
-24.9401125,151.7651132
-24.932277,151.7265745
-24.949861,151.7324351
-24.8724954,151.7620941
-24.8744633,151.777551
-24.8775091,151.7719072
-24.8809586,151.7597074
-24.9520024,151.7569402
-24.9502799,151.7635154
-24.8847599,151.7748541
-24.8746922,151.7494359
-24.8715908,151.7736564
-24.874777,151.7489101
-24.8796808,151.739953
-24.883431,151.7445655
-24.8871416,151.7051334
-24.8882722,151.7155641
-24.8876595,151.7175633
-24.8863751,151.7252254
-24.8932676,151.7305554
-24.8868088,151.7369551
-24.8875929,151.7479685
-24.8889461,151.7593688
-24.8872312,151.762723
-24.8902937,151.7174518
-24.8998465,151.7168486
-24.8941228,151.732472
-24.8941146,151.7372426
-24.8946097,151.7595292
-24.8988945,151.7701195
-24.9052642,151.7044992
-24.8983756,151.71785
-24.9071989,151.7244576
-24.9049962,151.7299936
-24.9056392,151.7363839
-24.8971717,151.7437255
-24.9079292,151.7580512
-24.90282,151.7662027
-24.9038527,151.7721002
-24.8989472,151.772412
-24.8992949,151.7797823
-24.9112151,151.7354071
-24.9108087,151.7413399
-24.9117564,151.7538834
-24.9033721,151.7658889
-24.9059241,151.772493
-24.9106598,151.7833487
-24.9193537,151.7147204
-24.9123622,151.7474227
-24.910043,151.7483181
-24.9104047,151.7596202
-24.9160344,151.7684019
-24.9137233,151.7784284
-24.9209882,151.7024223
-24.9176915,151.7206737
-24.9179341,151.7266489
-24.9224332,151.7366095
-24.9250407,151.7452028
-24.9127776,151.7503424
-24.9225611,151.7627171
-24.9175259,151.7702358
-24.9219964,151.7831767
-24.9201759,151.7164081
-24.9254135,151.7288264
-24.9315998,151.7384211
-24.9236395,151.7395672
-24.929495,151.7494952
-24.9207831,151.7579596
-24.923717,151.7758529
-24.9230019,151.7838779
-24.9285988,151.7907195
-24.9270728,151.705919
-24.9352443,151.7314456
-24.9388366,151.7365972
-24.9303183,151.7417662
-24.9319379,151.7545579
-24.9299695,151.7626836
-24.9318336,151.7687328
-24.9345902,151.7796868
-24.9334592,151.7831649
-24.9349294,151.7046856
-24.9437142,151.7361449
-24.9367156,151.7418207
-24.9374854,151.7479259
-24.9379626,151.7583917
-24.9403333,151.7678918
-24.9396974,151.7755081
-24.9436082,151.7861048
-24.9412318,151.7172765
-24.9393817,151.7219074
-24.9453508,151.7282802
-24.9398088,151.7458156
-24.9463772,151.7539829
-24.9424556,151.7589138
-24.9468195,151.767847
-24.9458681,151.7699903
-24.9497553,151.7790558
-24.9552417,151.7100446
-24.9544426,151.7214366
-24.9497465,151.7409827
-24.9527672,151.7430215
-24.9538328,151.7735385
-24.8754224,151.7333612
-24.8711774,151.7530764
-24.8818889,151.7163465
-24.8717686,151.7231251
-24.8768163,151.7399666
-24.874924,151.7615497
-24.8767011,151.783112
-24.8835894,151.7268586
-24.8797378,151.7386837
-24.8861967,151.7814493
-24.8778737,151.7884014
-24.8784204,151.7419147
-24.8879368,151.7753537
-24.8931439,151.7846914
-24.8895262,151.7686271
-24.9079931,151.7057933
-24.9112159,151.7172496
-24.9902058,151.8120237
-24.9854695,151.8200183
-24.9785696,151.8060804
-24.9910596,151.8029765
-25.0342897,151.8311375
-25.0340747,151.8142861
-24.9540925,151.857065
-24.9810513,151.8657168
-24.9834512,151.8595576
-24.9942695,151.8716864
-24.9940358,151.8648295
-25.002006,151.8646621
-24.9970954,151.8616212
-25.0103988,151.8622427
-25.0032671,151.8683019
-25.0011428,151.8675104
-25.0099676,151.8541347
-25.0181117,151.8567394
-25.017379,151.8673449
-25.0231376,151.8176163
-25.0134408,151.8288045
-25.0138219,151.8367071
-25.0154938,151.8465056
-25.0202819,151.8575348
-25.0222958,151.8133382
-25.0205654,151.8167746
-25.0229353,151.8295429
-25.0200477,151.8359706
-25.0291846,151.8412694
-25.0195583,151.8482828
-25.0267049,151.8635755
-25.0217952,151.8651783
-25.0321623,151.8034029
-25.0321441,151.805214
-25.0252104,151.8334473
-25.0286464,151.8344552
-25.0323349,151.8558923
-25.0308911,151.8729645
-25.0378562,151.8322368
-25.0315688,151.8541836
-25.0359769,151.8628461
-25.0231398,151.8205163
-24.840878,151.717947
-24.8308058,151.7589825
-24.8402408,151.738439
-24.8368443,151.7448847
-24.8330871,151.7664114
-24.8386218,151.7793184
-24.8340384,151.7218011
-24.841,151.7353089
-24.8417858,151.7608948
-24.8443033,151.7312954
-24.8456077,151.7576876
-24.8408802,151.7692066
-24.8429373,151.7248348
-24.85198,151.7388217
-24.8484332,151.7680533
-24.8507323,151.7873183
-24.8562007,151.7310411
-24.856755,151.7500645
-24.8613814,151.7875851
-24.8574706,151.7193981
-24.8642928,151.7455267
-24.8615194,151.7568148
-24.8601965,151.7736131
-24.8637478,151.7409151
-24.865416,151.7835531
-24.8688441,151.7304556
-24.8655804,151.7486201
-24.8379125,151.7151505
-24.8413514,151.7037665
-24.8471795,151.7171331
-24.8547627,151.7047686
-24.8664244,151.707651
-24.869381,151.7065483
-24.8708926,151.7227228
-24.8609892,151.7654884
-25.075609,151.7825152
-25.0794778,151.7937923
-25.0841616,151.7840356
-25.0800213,151.7797436
-25.0843677,151.7847951
-25.1002872,151.7130219
-25.1005886,151.7182198
-25.1049209,151.7143566
-25.1073677,151.7199341
-25.0482218,151.7362341
-25.0558051,151.7301029
-25.0613785,151.7244021
-25.062454,151.7348868
-25.0940649,151.7728253
-25.085426,151.7662391
-25.1142073,151.7691879
-25.1055929,151.7895157
-25.0547953,151.7478299
-25.0349516,151.715019
-25.0425628,151.7137943
-25.0352598,151.7211993
-25.038025,151.737621
-25.039892,151.7369086
-25.0414387,151.7466766
-25.0350542,151.75817
-25.0355248,151.7659824
-25.0419775,151.7665398
-25.037621,151.7822641
-25.0451896,151.7093361
-25.0489781,151.7191316
-25.0434979,151.7219866
-25.0414459,151.7448185
-25.0426594,151.7569428
-25.047288,151.763109
-25.0456058,151.7741996
-25.0449916,151.7774461
-25.0414146,151.7828414
-25.0554703,151.7158871
-25.0563314,151.7252947
-25.0496574,151.7465032
-25.0492017,151.7532366
-25.0554139,151.7578939
-25.0569105,151.7724644
-25.048633,151.7831667
-25.0589322,151.7154833
-25.0557959,151.720532
-25.0608841,151.757526
-25.0624373,151.7642934
-25.063781,151.7657535
-25.0561388,151.7774568
-25.0588276,151.7784844
-25.0647418,151.725027
-25.0624358,151.7278458
-25.0685187,151.7463481
-25.0686865,151.7523203
-25.0629256,151.7618241
-25.0665341,151.7719521
-25.061947,151.780738
-25.0733855,151.7368646
-25.066144,151.7426318
-25.0697729,151.7493358
-25.0760976,151.7541569
-25.0651851,151.7636564
-25.0634469,151.7686761
-25.0651277,151.7854349
-25.0759325,151.7223006
-25.0781556,151.7385897
-25.0745164,151.7462058
-25.0824076,151.7464691
-25.0698045,151.7626199
-25.0833444,151.7094277
-25.0832953,151.711081
-25.077766,151.7287316
-25.08437,151.7435863
-25.0861944,151.7480042
-25.0822223,151.7564536
-25.07534,151.7542363
-25.0845723,151.7670364
-25.078892,151.7727001
-25.0894592,151.7791279
-25.097361,151.7132063
-25.0904829,151.7226483
-25.0911624,151.7303704
-25.0892983,151.7460174
-25.0879093,151.7595487
-25.0943203,151.7905264
-25.0973221,151.7296972
-25.1001633,151.7453982
-25.0901613,151.7541213
-25.0987708,151.7644324
-25.0954903,151.7697947
-25.0944347,151.7745258
-25.0948685,151.7871956
-25.1010878,151.7124973
-25.1021934,151.7316786
-25.0975385,151.7502589
-25.0972753,151.7586071
-25.1014327,151.7710475
-25.1032908,151.771683
-25.1018662,151.7787988
-25.1067709,151.7330136
-25.1016317,151.7485726
-25.106269,151.7550288
-25.1111798,151.7568244
-25.1080154,151.7683794
-25.1050974,151.7792603
-25.1181062,151.7086706
-25.1196927,151.7172139
-25.1167139,151.7247243
-25.1083718,151.7329677
-25.1147927,151.750797
-25.1123876,151.7568827
-25.1133564,151.7734928
-25.1152454,151.7862478
-25.1215682,151.7061198
-25.1132415,151.738975
-25.113198,151.7468553
-25.1170446,151.7706397
-25.1140114,151.7840162
-25.112638,151.7920166
-25.0603836,151.7461529
-25.1003426,151.725026
-25.1555987,151.9082833
-25.1609804,151.9032058
-25.1165858,151.8670618
-25.123243,151.8719787
-25.1298123,151.8723356
-25.1390738,151.877277
-25.1491257,151.8751253
-25.1386657,151.8775693
-25.1389839,151.8822787
-25.1355519,151.8885241
-25.1424724,151.8938031
-25.1492126,151.8701295
-25.1556762,151.8739682
-25.150321,151.8847692
-25.1544322,151.8930797
-25.1619761,151.8774953
-25.1552303,151.8793507
-25.1615929,151.8959378
-25.1669416,151.8756593
-25.18353,151.8733335
-25.1872574,151.8702842
-25.1829418,151.881731
-25.1947499,151.8747177
-25.2027706,151.8740884
-24.8673258,151.6942038
-24.8811518,151.6713151
-24.8719843,151.6738781
-24.8731783,151.6926759
-24.8771599,151.7027739
-24.8842367,151.6750042
-24.8822483,151.6863143
-24.8908493,151.7017963
-24.8994175,151.6973506
-24.9056475,151.6927751
-24.915381,151.6996029
-24.9129866,151.6990009
-24.9236982,151.6879319
-24.918653,151.6942398
-24.9291542,151.6861364
-24.9338764,151.6911482
-24.9299822,151.699823
-24.9306209,151.7080313
-24.942353,151.6955248
-24.9474355,151.7023726
-24.9477174,151.6861011
-24.9439418,151.6933618
-24.8835724,151.6677725
-24.8795784,151.6773247
-24.8825687,151.6951413
-24.895024,151.684521
-24.8943313,151.6837776
-24.9598791,151.754778
-24.9608124,151.7133755
-24.9524944,151.7656939
-24.9573092,151.7665542
-24.9576538,151.728837
-24.9541236,151.7429554
-24.9592643,151.7496151
-24.9554204,151.7201326
-24.9617274,151.7249065
-24.9649976,151.7341878
-24.9554345,151.7562686
-24.9677723,151.7191728
-24.9686816,151.7356871
-24.9718928,151.7228541
-24.9696044,151.7276883
-24.9748562,151.7247549
-24.9772018,151.7240369
-24.9842254,151.7081843
-24.9868678,151.7241975
-24.9915467,151.7336112
-24.9637245,151.7451265
-25.0158082,151.9196485
-25.021008,151.9168905
-25.0211307,151.9191329
-25.0177963,151.9323725
-25.025416,151.9237248
-24.9723651,151.9140663
-24.9606498,151.9156373
-24.9589037,151.9058471
-24.9666211,151.9065963
-24.9620896,151.9103712
-24.9507049,151.8754845
-24.956652,151.8717266
-24.9556456,151.8813163
-24.9541061,151.8891404
-24.950256,151.894991
-24.9564341,151.9046372
-24.9588441,151.9235027
-24.9538051,151.9352489
-24.9567032,151.9451707
-24.9521434,151.9530331
-24.9637684,151.872909
-24.9563076,151.8873865
-24.965687,151.8844875
-24.9607737,151.8901076
-24.9657591,151.8952546
-24.9616479,151.9249351
-24.962884,151.9378712
-24.967977,151.9374197
-24.9640867,151.9450226
-24.9715314,151.8802593
-24.9730035,151.8959103
-24.9759956,151.9008981
-24.9635606,151.9185888
-24.9626221,151.9202837
-24.9704624,151.9378823
-24.9744165,151.9423789
-24.9754762,151.9518659
-24.975745,151.8765487
-24.9726493,151.8747514
-24.9709651,151.8874372
-24.981004,151.8982964
-24.9807571,151.9035828
-24.9698207,151.9161862
-24.9751796,151.9293218
-24.9780943,151.9287615
-24.9718608,151.937423
-24.9718359,151.9507618
-24.9827559,151.878757
-24.9847946,151.8867509
-24.9807255,151.8892574
-24.9861153,151.8933995
-24.9754544,151.9083696
-24.974243,151.9222092
-24.9836967,151.9225234
-24.981752,151.933491
-24.9859769,151.9388467
-24.9886853,151.9496606
-24.9883977,151.8753201
-24.9813989,151.9050821
-24.9850717,151.9142153
-24.9883058,151.9221002
-24.9889507,151.9291436
-24.9875761,151.9362266
-24.9975574,151.8745567
-24.9976278,151.8802284
-24.998989,151.8908147
-25.0003334,151.8979849
-24.9926873,151.8981685
-24.9910489,151.9060747
-24.9906806,151.9096237
-24.9895488,151.9209851
-24.9923578,151.9293196
-24.9959709,151.9337627
-24.9878525,151.9425877
-24.9975142,151.8749101
-25.0020897,151.8889253
-24.9979295,151.9086723
-24.9982843,151.9147931
-25.0050602,151.9193558
-25.0066192,151.9253093
-25.0060685,151.8834149
-25.0149178,151.8941151
-25.0080764,151.8936614
-25.0073088,151.9021289
-25.0034315,151.9129254
-25.0036653,151.9191522
-25.0116868,151.9289983
-25.0019192,151.9396263
-25.0051433,151.9411757
-25.0123713,151.8728335
-25.0138145,151.8796428
-25.0187379,151.885315
-25.012862,151.90072
-25.0168267,151.9070731
-25.0106433,151.9126845
-25.0157378,151.9186018
-25.0145466,151.9366346
-25.014136,151.945031
-25.0193201,151.897024
-25.0150972,151.899062
-25.0136598,151.9451873
-25.012769,151.9545391
-25.0226506,151.8757537
-25.0276241,151.8852921
-25.0229423,151.8934923
-25.0319526,151.9005072
-25.0278602,151.9086873
-25.026216,151.9169819
-25.0266471,151.9402196
-25.0279279,151.9457751
-25.0313628,151.881288
-25.0333264,151.8852816
-25.0355798,151.8893978
-25.0372254,151.9002478
-25.0281128,151.9063615
-25.0268109,151.9350696
-25.0359188,151.9377361
-25.0275814,151.9396718
-25.0015487,151.9453825
-25.0028791,151.9505207
-24.9227314,151.8305812
-24.9233588,151.8361691
-24.9310485,151.8347611
-24.9370337,151.8316029
-24.9319092,151.8284061
-24.8744432,151.8492457
-24.8679378,151.8557593
-24.8805344,151.8510983
-24.8762961,151.8495103
-24.8741627,151.858747
-24.8742695,151.8638715
-24.8781672,151.8705231
-24.8930451,151.8158176
-24.8916995,151.819105
-24.883774,151.8284495
-24.8846088,151.8385428
-24.8897304,151.7998226
-24.8929125,151.8112382
-24.8937712,151.8184259
-24.8966785,151.8226576
-24.8928049,151.8323662
-24.8893833,151.8448915
-24.9048488,151.7896738
-24.8963281,151.8192265
-24.9050536,151.8206094
-24.9073813,151.8430557
-24.9071089,151.790989
-24.9066179,151.8121902
-24.9187263,151.7894634
-24.9176215,151.7931286
-24.9166775,151.8154167
-24.9133189,151.8218987
-24.9119179,151.8498607
-24.9145389,151.8644075
-24.9068279,151.8659427
-24.9200243,151.7858797
-24.9249746,151.8020293
-24.9192064,151.8004902
-24.9181563,151.8066827
-24.9222798,151.813351
-24.9194613,151.8557296
-24.9188138,151.8623435
-24.9138937,151.8664209
-24.9274749,151.8000381
-24.9261182,151.8031834
-24.9224588,151.8543712
-24.9305124,151.8644604
-24.9299844,151.7941345
-24.9308258,151.8051693
-24.9378845,151.8562139
-24.9307691,151.8640813
-24.9268631,151.8696268
-24.9377272,151.7918558
-24.9370857,151.8065136
-24.9410131,151.8517433
-24.936801,151.8584235
-24.9350994,151.8710418
-24.9511381,151.7880658
-24.9380732,151.7949641
-24.9438952,151.812431
-24.938687,151.8167424
-24.9432537,151.8522437
-24.939959,151.8661465
-24.9484316,151.8038682
-24.9512332,151.8090983
-24.9543632,151.8540226
-24.9500749,151.8594808
-24.945596,151.8641426
-24.8662936,151.7855052
-24.8731113,151.8154756
-24.8772339,151.7889678
-24.8704838,151.8028238
-24.8763324,151.8082395
-24.8752549,151.8281363
-24.8700586,151.8304004
-24.8820859,151.7945007
-24.8806284,151.8017196
-24.8868008,151.807647
-24.8794901,151.8164566
-24.8792569,151.8282188
-24.8818153,151.8290697
-24.8857582,151.8335807
-24.8894431,151.8040965
-24.8849946,151.8210156
-24.889523,151.8580588
-24.8863303,151.870098
-24.8911436,151.799283
-24.8953264,151.855383
-24.8897957,151.8623182
-24.8935263,151.7842568
-24.8993168,151.7971137
-24.8939857,151.8427963
-24.894295,151.857141
-24.8934475,151.859376
-24.8986757,151.7923762
-24.8998766,151.8098853
-24.9019448,151.8072254
-24.902614,151.8532254
-24.9033153,151.8636445
-24.9062783,151.8023251
-24.8998639,151.8613332
-24.9149567,151.8046688
-24.9056294,151.8052598
-24.9202514,151.8291281
-25.148056,151.7372715
-25.1503943,151.7569542
-25.1527123,151.7467267
-25.1597733,151.7490545
-25.1849874,151.7220094
-25.129492,151.7768316
-25.178332,151.7782626
-25.124228,151.7737143
-25.1218994,151.7796747
-25.1339113,151.770093
-25.130676,151.7861516
-25.180851,151.783934
-25.1780746,151.7825946
-25.1875641,151.7925449
-25.1875001,151.7838579
-25.1897264,151.7274035
-25.1839561,151.7201126
-25.189897,151.7127305
-25.1548413,151.7350493
-25.1223182,151.7198851
-25.1164407,151.7503676
-25.122401,151.7598425
-25.1266184,151.7068082
-25.1250885,151.719875
-25.1242604,151.7221865
-25.1185647,151.7373442
-25.1264209,151.7388981
-25.1256694,151.7495052
-25.1285671,151.7577409
-25.1285876,151.7061228
-25.12547,151.7193989
-25.1272768,151.7360513
-25.132344,151.7414572
-25.1424633,151.754845
-25.1326686,151.7640705
-25.1291349,151.7861872
-25.1454477,151.7048842
-25.1350852,151.714694
-25.1396778,151.7198721
-25.1395095,151.7263724
-25.1434474,151.7402197
-25.1347661,151.7629029
-25.1293492,151.7732991
-25.1364069,151.77616
-25.1373865,151.7819963
-25.141239,151.7119669
-25.1441511,151.7263235
-25.1483221,151.7266267
-25.1457478,151.7465207
-25.1400758,151.7557778
-25.1450507,151.7625574
-25.1443447,151.7646519
-25.1422819,151.7720276
-25.14378,151.7848789
-25.1468698,151.7090623
-25.1446012,151.7136736
-25.1464268,151.7200581
-25.1502964,151.7266531
-25.1451057,151.7593188
-25.1465598,151.7677396
-25.1481236,151.782298
-25.1523449,151.713884
-25.1546011,151.7218765
-25.1621092,151.7293234
-25.1531263,151.7557899
-25.15917,151.7645895
-25.1532745,151.7721095
-25.1606111,151.7876597
-25.1620474,151.7091441
-25.1604742,151.7193418
-25.1663904,151.7291056
-25.1639868,151.7340791
-25.1652122,151.7388889
-25.1618512,151.7503689
-25.1649066,151.7608464
-25.1630772,151.7630952
-25.1538389,151.7739877
-25.1690166,151.7132176
-25.1733061,151.7140173
-25.1717615,151.7257625
-25.168164,151.7352589
-25.1700977,151.7415087
-25.1704034,151.7438779
-25.1655865,151.7523638
-25.1672204,151.7621759
-25.1619698,151.7778763
-25.1619737,151.7818353
-25.1625232,151.7835541
-25.1808942,151.7062812
-25.1787281,151.7146635
-25.1712804,151.7349272
-25.1723032,151.7524128
-25.1694742,151.7596014
-25.1759842,151.7611698
-25.1685552,151.7685063
-25.1717129,151.7785926
-25.1748253,151.7858111
-25.1757829,151.7355234
-25.1787505,151.7376214
-25.183428,151.7515946
-25.1834806,151.7725194
-25.1767149,151.7715686
-25.1926884,151.7052483
-25.181647,151.7388992
-25.1878223,151.748294
-25.1869214,151.7512108
-25.1809952,151.7573041
-25.1868516,151.7744751
-25.1923836,151.7249714
-25.1931663,151.7281626
-25.1940448,151.7398871
-25.1953376,151.7473701
-25.1878446,151.7567195
-25.186073,151.7687189
-25.1913376,151.7680087
-25.189787,151.7733726
-25.1994201,151.7201433
-25.1988317,151.7318688
-25.1967276,151.7393661
-25.2043952,151.7410005
-25.1941211,151.7480698
-25.2008274,151.75941
-25.192909,151.7640856
-25.1970234,151.7729462
-25.1995047,151.7795596
-25.1745689,151.7249389
-25.1806504,151.7391838
-25.1782075,151.8430033
-25.1487417,151.8164321
-25.1532648,151.8234562
-25.1549577,151.8243553
-25.1503028,151.8321758
-25.1884372,151.8614063
-25.1819304,151.8568026
-25.1798919,151.854128
-25.1712328,151.8681373
-25.1877324,151.8615581
-25.1201762,151.8058306
-25.1196946,151.8058875
-25.1172852,151.8142293
-25.1192355,151.8465622
-25.120949,151.8542646
-25.1278723,151.8608841
-25.1223534,151.8046552
-25.1303749,151.80523
-25.1316256,151.8139291
-25.1333022,151.8229044
-25.1261788,151.8278441
-25.1197006,151.8279806
-25.1255974,151.8413275
-25.1234514,151.8453899
-25.1291589,151.8580226
-25.133112,151.8669016
-25.1306165,151.7960684
-25.1335465,151.7992158
-25.1330619,151.8093031
-25.136832,151.8186828
-25.1322951,151.8275833
-25.1323293,151.8506956
-25.1311379,151.8683635
-25.1364797,151.7881697
-25.1430246,151.7956883
-25.1421945,151.8103937
-25.1345973,151.8201321
-25.1460594,151.8533412
-25.1349016,151.8535366
-25.1384019,151.8724326
-25.146795,151.7926159
-25.1455918,151.7998089
-25.1463974,151.8002441
-25.1482083,151.8158772
-25.14381,151.8265081
-25.1443395,151.8441354
-25.1426258,151.8640648
-25.147666,151.8697104
-25.1562009,151.7860901
-25.1543358,151.7945486
-25.1604356,151.8084247
-25.1499325,151.8165829
-25.1481212,151.8446276
-25.1526794,151.8523182
-25.1442667,151.8551483
-25.1546488,151.862603
-25.1618141,151.7847542
-25.160953,151.7936107
-25.1592908,151.8105286
-25.1538785,151.8214829
-25.1550185,151.8341374
-25.1640689,151.844305
-25.1570328,151.8545912
-25.1581502,151.8621243
-25.1551022,151.867611
-25.1651151,151.7937632
-25.1560589,151.8025722
-25.1586874,151.8064823
-25.1634714,151.8207603
-25.168387,151.8225352
-25.1594389,151.8326968
-25.1581245,151.8499215
-25.1572304,151.8563497
-25.1580636,151.8624271
-25.1710597,151.8068701
-25.1726851,151.80664
-25.1684246,151.8140326
-25.167885,151.8239527
-25.1704315,151.8335484
-25.1651075,151.8368895
-25.168129,151.8425018
-25.1693097,151.8519913
-25.169667,151.8647692
-25.1697536,151.7967853
-25.1757681,151.7987261
-25.1721067,151.8070181
-25.1733017,151.8178143
-25.1795733,151.8278335
-25.1751616,151.8484329
-25.1790319,151.8525636
-25.1815647,151.7892985
-25.1831252,151.7983629
-25.1816788,151.8038362
-25.1885828,151.8090656
-25.1836748,151.8210325
-25.1810993,151.8191251
-25.1829868,151.8320392
-25.1743239,151.8310753
-25.1826026,151.8415319
-25.1915663,151.7992291
-25.1837249,151.8064116
-25.1852959,151.8093182
-25.1893535,151.8407278
-25.1838431,151.8418737
-25.1887683,151.8563509
-25.1883202,151.8651798
-25.1934324,151.7930031
-25.1945134,151.802024
-25.1910963,151.8004906
-25.1952301,151.81509
-25.1975591,151.8232938
-25.1887918,151.8183884
-25.1906248,151.8439205
-25.1980654,151.7898335
-25.1982203,151.844745
-25.1972353,151.8571206
-25.199366,151.8554539
-25.191578,151.8622726
-25.1982828,151.8296385
-25.2011514,151.8324198
-25.1924936,151.8281989
-25.1970642,151.833179
-25.1303385,151.789922
-25.143351,151.8705045
-25.1454276,151.8351128
-24.8454948,151.821394
-24.84126298,151.8060147
-25.0727731,151.759102
-25.09421984,151.798252
-25.1092783,151.7141062
